"DAT_EMISSAO","TipoVeiculo","QTD_CHASSI","VALOR_TOTAL_NF"
"2006-05-25","Caminhonete",6,462313.53
"2006-05-25","Caminhão",3,277250
"2006-05-25","Outros",7,547198.86
"2006-05-25","Outros",4,425579.2
"2006-05-26","Motocicleta",31,171324.29
"2006-05-26","Motocicleta",210,1367708.2800000003
"2006-05-26","Automóvel",95,3301948.1599999997
"2006-05-26","Ônibus e Microonibus",1,70000
"2006-05-26","Caminhonete",11,723419.75
"2006-05-26","Caminhão",5,482500
"2006-05-26","Outros",1,273000
"2006-05-26","Outros",9,630323.0499999999
"2006-05-26","Outros",4,489564
"2006-05-27","Motocicleta",13,74787.22
"2006-05-27","Motocicleta",73,467546.50000000006
"2006-05-27","Automóvel",35,955091.9299999999
"2006-05-27","Caminhão",1,92000
"2006-05-27","Outros",1,60000
"2006-05-28","Motocicleta",1,7950
"2006-05-28","Automóvel",1,33560
"2006-05-29","Motocicleta",27,152799.96000000002
"2006-05-29","Motocicleta",183,1181927.73
"2006-05-29","Automóvel",161,5518845.319999999
"2006-05-29","Ônibus e Microonibus",5,1892500
"2006-05-29","Caminhonete",8,422853.82
"2006-05-29","Caminhão",1,93000
"2006-05-29","Outros",1,220000
"2006-05-29","Outros",19,1409615.6400000001
"2006-05-29","Outros",2,307800
"2006-05-30","Motocicleta",24,135180.40999999997
"2006-05-30","Motocicleta",199,1273907.0599999998
"2006-05-30","Automóvel",182,6465499.659999998
"2006-05-30","Ônibus e Microonibus",3,305249.64
"2006-05-30","Ônibus e Microonibus",1,197500
"2006-05-30","Caminhonete",5,254648.24
"2006-05-30","Caminhão",9,1044606.8
"2006-05-30","Outros",18,1057898.88
"2006-05-30","Outros",1,153900
"2006-05-31","Motocicleta",62,350722.63999999996
"2006-05-31","Motocicleta",364,2331211.1800000006
"2006-05-31","Automóvel",181,6199722.179999999
"2006-05-31","Ônibus e Microonibus",17,5388631
"2006-05-31","Caminhonete",13,682853.54
"2006-05-31","Caminhão",25,2651554
"2006-05-31","Outros",11,2140000
"2006-05-31","Outros",17,1051119.07
"2006-05-31","Outros",1,115000
"2006-06-01","Motocicleta",17,96439.91
"2006-06-01","Motocicleta",127,840903.1899999998
"2006-06-01","Automóvel",60,2056351.62
"2006-06-01","Caminhonete",6,448990
"2006-06-01","Caminhão",3,319000
"2006-06-01","Outros",12,975951.4
"2006-06-01","Outros",6,713834
"2006-06-02","Motocicleta",18,103096.54000000001
"2006-06-02","Motocicleta",139,936492.7699999998
"2006-06-02","Automóvel",68,2486809.1800000006
"2006-06-02","Ônibus e Microonibus",1,149339
"2006-06-02","Caminhonete",2,155000
"2006-06-02","Outros",6,1638400
"2006-06-02","Outros",1,19000
"2006-06-02","Outros",14,1172035.52
"2006-06-02","Outros",3,355579.2
"2006-06-03","Motocicleta",5,29069.78
"2006-06-03","Motocicleta",61,372825.23999999993
"2006-06-03","Automóvel",21,899351
"2006-06-03","Caminhonete",1,32173.53
"2006-06-03","Outros",1,89000
"2006-06-05","Motocicleta",14,78718.63999999998
"2006-06-05","Motocicleta",149,928128.32
"2006-06-05","Automóvel",127,4682851.62
"2006-06-05","Caminhonete",6,238837.06
"2006-06-05","Outros",12,726283.8099999999
"2006-06-05","Outros",4,676700
"2006-06-06","Motocicleta",19,107293.21
"2006-06-06","Motocicleta",154,950572.75
"2006-06-06","Automóvel",104,3572797.549999999
"2006-06-06","Ônibus e Microonibus",2,166000
"2006-06-06","Caminhonete",3,261173.53
"2006-06-06","Caminhão",1,85000
"2006-06-06","Outros",1,338200
"2006-06-06","Outros",8,667000
"2006-06-07","Motocicleta",30,172727.75999999998
"2006-06-07","Motocicleta",176,1072387.5099999998
"2006-06-07","Automóvel",86,3254264.38
"2006-06-07","Caminhonete",2,110500
"2006-06-07","Caminhão",3,960000
"2006-06-07","Outros",5,437240
"2006-06-08","Motocicleta",27,152341.13
"2006-06-08","Motocicleta",190,1250233.4099999997
"2006-06-08","Automóvel",76,2951332.9699999997
"2006-06-08","Ônibus e Microonibus",2,162033.16999999998
"2006-06-08","Caminhonete",13,698504.0800000001
"2006-06-08","Outros",5,352337.82
"2006-06-08","Outros",1,148100
"2006-06-09","Motocicleta",16,91029.14000000001
"2006-06-09","Motocicleta",134,845621.5599999999
"2006-06-09","Automóvel",117,4061092.3299999996
"2006-06-09","Ônibus e Microonibus",2,148000
"2006-06-09","Ônibus e Microonibus",1,25966
"2006-06-09","Caminhonete",9,580690.99
"2006-06-09","Caminhão",1,120320
"2006-06-09","Outros",7,496023.58
"2006-06-10","Motocicleta",19,101936.2
"2006-06-10","Motocicleta",81,486195.6400000001
"2006-06-10","Automóvel",28,905117.1699999999
"2006-06-10","Caminhão",1,88000
"2006-06-12","Motocicleta",24,140455.39
"2006-06-12","Motocicleta",113,740060.5099999999
"2006-06-12","Automóvel",123,4263412.909999998
"2006-06-12","Ônibus e Microonibus",2,145673.05
"2006-06-12","Caminhonete",10,529504.3
"2006-06-12","Caminhão",5,912789.7
"2006-06-12","Outros",8,621631.4400000001
"2006-06-12","Outros",3,412476
"2006-06-13","Motocicleta",14,75765.59999999999
"2006-06-13","Motocicleta",107,685700.8700000001
"2006-06-13","Automóvel",65,2384094.53
"2006-06-13","Caminhonete",7,682963.53
"2006-06-13","Caminhão",2,251440
"2006-06-13","Outros",7,437613.5
"2006-06-13","Outros",1,153900
"2006-06-14","Motocicleta",28,163944.37999999998
"2006-06-14","Motocicleta",184,1200397.9300000004
"2006-06-14","Automóvel",118,4175478.35
"2006-06-14","Ônibus e Microonibus",1,74990
"2006-06-14","Ônibus e Microonibus",5,1892500
"2006-06-14","Caminhonete",7,438727.06
"2006-06-14","Caminhão",1,68800
"2006-06-14","Outros",10,718584.3
"2006-06-14","Outros",1,150058.85
"2006-06-15","Motocicleta",4,20732.17
"2006-06-15","Motocicleta",15,103684.75000000001
"2006-06-15","Automóvel",17,439632.52999999997
"2006-06-15","Outros",2,49587.7
"2006-06-16","Motocicleta",20,116660.34999999999
"2006-06-16","Motocicleta",137,851313.07
"2006-06-16","Automóvel",78,3227053.31
"2006-06-16","Caminhonete",3,272720
"2006-06-16","Caminhão",1,153000
"2006-06-16","Outros",8,763350
"2006-06-16","Outros",3,432374.7
"2006-06-17","Motocicleta",20,114380.1
"2006-06-17","Motocicleta",94,586743.51
"2006-06-17","Automóvel",17,540314
"2006-06-17","Outros",2,137700
"2006-06-18","Motocicleta",2,10889.119999999999
"2006-06-18","Automóvel",2,57170
"2006-06-19","Motocicleta",25,145559.53
"2006-06-19","Motocicleta",138,846858.3700000001
"2006-06-19","Automóvel",116,3943373.88
"2006-06-19","Ônibus e Microonibus",20,3780800
"2006-06-19","Caminhonete",2,126999.64
"2006-06-19","Caminhão",3,244400
"2006-06-19","Outros",10,700284.88
"2006-06-19","Outros",3,420200
"2006-06-20","Motocicleta",24,138605.03
"2006-06-20","Motocicleta",185,1124378.33
"2006-06-20","Automóvel",152,4867695.869999999
"2006-06-20","Caminhonete",4,276337.06
"2006-06-20","Caminhão",6,742210
"2006-06-20","Outros",14,1259672.5
"2006-06-20","Outros",2,195679.2
"2006-06-21","Motocicleta",35,190239.82000000004
"2006-06-21","Motocicleta",184,1181794.4400000002
"2006-06-21","Automóvel",123,4280560.39
"2006-06-21","Ônibus e Microonibus",1,273500
"2006-06-21","Caminhonete",8,526956.4
"2006-06-21","Caminhão",4,366500
"2006-06-21","Outros",18,1497864.8
"2006-06-22","Motocicleta",15,84807.49
"2006-06-22","Motocicleta",110,734689.0399999998
"2006-06-22","Automóvel",85,2804696.7499999995
"2006-06-22","Ônibus e Microonibus",1,56530
"2006-06-22","Ônibus e Microonibus",1,216500
"2006-06-22","Caminhonete",5,378972
"2006-06-22","Caminhão",1,83500
"2006-06-22","Outros",2,118133.31
"2006-06-22","Outros",2,273058.85
"2006-06-23","Motocicleta",30,174033.41999999998
"2006-06-23","Motocicleta",173,1111011.45
"2006-06-23","Automóvel",95,3061756.76
"2006-06-23","Caminhonete",3,158550
"2006-06-23","Caminhão",5,717400
"2006-06-23","Outros",17,1325925.73
"2006-06-23","Outros",3,436800
"2006-06-24","Motocicleta",12,67140.57
"2006-06-24","Motocicleta",99,627319.8800000001
"2006-06-24","Automóvel",28,897057.98
"2006-06-24","Caminhonete",1,37366.94
"2006-06-24","Outros",1,10176
"2006-06-24","Outros",1,153900
"2006-06-25","Motocicleta",3,16850
"2006-06-26","Motocicleta",16,88319.58
"2006-06-26","Motocicleta",162,1037996.56
"2006-06-26","Automóvel",191,7115027.620000003
"2006-06-26","Ônibus e Microonibus",1,123200
"2006-06-26","Caminhonete",6,246077.53
"2006-06-26","Caminhão",3,253700
"2006-06-26","Outros",9,1527600
"2006-06-26","Outros",10,744213
"2006-06-26","Outros",3,482800
"2006-06-27","Motocicleta",18,101433.88
"2006-06-27","Motocicleta",103,640998.95
"2006-06-27","Automóvel",85,2693021.88
"2006-06-27","Caminhonete",5,223747.06
"2006-06-27","Caminhão",4,376240
"2006-06-27","Outros",6,396210
"2006-06-27","Outros",3,427800
"2006-06-28","Motocicleta",33,192008.1
"2006-06-28","Motocicleta",188,1215480.3
"2006-06-28","Automóvel",168,5469945.699999999
"2006-06-28","Ônibus e Microonibus",8,313129.80000000005
"2006-06-28","Caminhonete",5,220347.06
"2006-06-28","Caminhão",6,632650
"2006-06-28","Outros",1,164086.93
"2006-06-28","Outros",2,39000
"2006-06-28","Outros",15,962840.97
"2006-06-28","Outros",2,307800
"2006-06-29","Motocicleta",34,188953.3
"2006-06-29","Motocicleta",228,1508206.8000000003
"2006-06-29","Automóvel",156,5659564.6
"2006-06-29","Ônibus e Microonibus",2,171329
"2006-06-29","Ônibus e Microonibus",12,2605300
"2006-06-29","Caminhonete",11,670402.96
"2006-06-29","Caminhão",11,1167923.57
"2006-06-29","Outros",13,2173600
"2006-06-29","Outros",26,1732883.8999999997
"2006-06-29","Outros",5,726758.85
"2006-06-30","Motocicleta",43,240832.77000000002
"2006-06-30","Motocicleta",305,1922227.929999999
"2006-06-30","Automóvel",213,7504074.619999997
"2006-06-30","Ônibus e Microonibus",2,89818
"2006-06-30","Ônibus e Microonibus",12,2866574
"2006-06-30","Caminhonete",13,808339.67
"2006-06-30","Caminhão",29,3248609.99
"2006-06-30","Outros",3,619285.72
"2006-06-30","Outros",14,857626
"2006-06-30","Outros",1,168000
"2006-07-01","Motocicleta",12,69584
"2006-07-01","Motocicleta",70,430831.93000000005
"2006-07-01","Automóvel",18,589265
"2006-07-01","Ônibus e Microonibus",7,1744300
"2006-07-01","Outros",1,109800
"2006-07-01","Outros",1,153900
"2006-07-02","Motocicleta",1,6530
"2006-07-02","Automóvel",1,25701
"2006-07-03","Motocicleta",17,97069.65000000001
"2006-07-03","Motocicleta",112,778699.0100000001
"2006-07-03","Automóvel",72,2640513.6500000004
"2006-07-03","Ônibus e Microonibus",5,410000
"2006-07-03","Caminhonete",5,542502.89
"2006-07-03","Outros",12,1037262.8600000001
"2006-07-03","Outros",5,548258.4
"2006-07-04","Motocicleta",30,169441.51
"2006-07-04","Motocicleta",113,771747.79
"2006-07-04","Automóvel",100,3361005.04
"2006-07-04","Ônibus e Microonibus",2,151000
"2006-07-04","Caminhonete",8,486543.53
"2006-07-04","Outros",2,530000
"2006-07-04","Outros",11,642810.1199999999
"2006-07-04","Outros",9,1316312.8399999999
"2006-07-05","Motocicleta",16,92296.95999999999
"2006-07-05","Motocicleta",168,1086928.42
"2006-07-05","Automóvel",77,2496251.0799999996
"2006-07-05","Caminhonete",4,204262.5
"2006-07-05","Caminhão",1,89598
"2006-07-05","Outros",1,300000
"2006-07-05","Outros",13,951066.74
"2006-07-05","Outros",1,110000
"2006-07-06","Motocicleta",27,152201.89
"2006-07-06","Motocicleta",132,847203.03
"2006-07-06","Automóvel",113,3820331.8399999994
"2006-07-06","Caminhonete",9,526852.02
"2006-07-06","Caminhão",1,137000
"2006-07-06","Outros",11,765251.96
"2006-07-06","Outros",1,122000
"2006-07-07","Motocicleta",48,266916.28
"2006-07-07","Motocicleta",143,972917.3700000001
"2006-07-07","Automóvel",120,3966688.8699999987
"2006-07-07","Caminhonete",8,552677.38
"2006-07-07","Caminhão",1,81200
"2006-07-07","Outros",13,772336.82
"2006-07-07","Outros",2,282900
"2006-07-08","Motocicleta",8,46907.47
"2006-07-08","Motocicleta",50,345096.98
"2006-07-08","Automóvel",22,826444
"2006-07-08","Caminhonete",1,29093.61
"2006-07-08","Outros",1,66700
"2006-07-09","Motocicleta",1,5934
"2006-07-09","Automóvel",2,49927.21
"2006-07-10","Motocicleta",12,72323.23999999999
"2006-07-10","Motocicleta",124,799578.9400000001
"2006-07-10","Automóvel",182,6231867.03
"2006-07-10","Caminhonete",14,847171
"2006-07-10","Caminhão",5,586663.71
"2006-07-10","Outros",17,1342858.05
"2006-07-10","Outros",2,307800
"2006-07-11","Motocicleta",22,128897.36
"2006-07-11","Motocicleta",158,1064525.2899999998
"2006-07-11","Automóvel",127,4457164.71
"2006-07-11","Ônibus e Microonibus",2,71861.52
"2006-07-11","Caminhonete",10,396341.18000000005
"2006-07-11","Outros",11,911391.8400000001
"2006-07-11","Outros",4,512800
"2006-07-12","Motocicleta",29,160269
"2006-07-12","Motocicleta",161,1021743.4099999999
"2006-07-12","Automóvel",117,4012945.66
"2006-07-12","Ônibus e Microonibus",1,77394
"2006-07-12","Ônibus e Microonibus",1,358100
"2006-07-12","Caminhonete",10,519490.5900000001
"2006-07-12","Caminhão",1,88000
"2006-07-12","Outros",17,1135964.32
"2006-07-12","Outros",1,153900
"2006-07-13","Motocicleta",25,140374.67
"2006-07-13","Motocicleta",137,890870.7899999999
"2006-07-13","Automóvel",96,3465667.0500000003
"2006-07-13","Ônibus e Microonibus",2,129765.32
"2006-07-13","Ônibus e Microonibus",2,570562
"2006-07-13","Caminhonete",6,230251.57
"2006-07-13","Caminhão",5,499050
"2006-07-13","Outros",15,1324929.44
"2006-07-13","Outros",2,271900
"2006-07-14","Motocicleta",19,110202.31
"2006-07-14","Motocicleta",154,1014552.7899999998
"2006-07-14","Automóvel",88,3089604.9999999995
"2006-07-14","Ônibus e Microonibus",1,131500
"2006-07-14","Caminhonete",13,529778.2400000001
"2006-07-14","Caminhão",2,328500
"2006-07-14","Outros",11,713521.22
"2006-07-15","Motocicleta",9,50686.8
"2006-07-15","Motocicleta",40,260287.13999999998
"2006-07-15","Automóvel",22,602701
"2006-07-15","Caminhonete",1,53340
"2006-07-15","Caminhão",1,78000
"2006-07-15","Outros",1,114800
"2006-07-16","Motocicleta",1,5490
"2006-07-16","Motocicleta",4,21413
"2006-07-17","Motocicleta",17,99583.14
"2006-07-17","Motocicleta",119,892473.5399999999
"2006-07-17","Automóvel",121,4470413.5
"2006-07-17","Ônibus e Microonibus",3,184353.19
"2006-07-17","Caminhonete",16,745483.6000000001
"2006-07-17","Caminhão",2,198405.86
"2006-07-17","Outros",1,330000
"2006-07-17","Outros",10,730775.4800000001
"2006-07-17","Outros",4,600850
"2006-07-18","Motocicleta",32,188900.12999999998
"2006-07-18","Motocicleta",128,840138.8799999999
"2006-07-18","Automóvel",178,5809062.519999999
"2006-07-18","Ônibus e Microonibus",2,415600
"2006-07-18","Caminhonete",16,1004094.7100000002
"2006-07-18","Caminhão",5,625000
"2006-07-18","Outros",12,973480
"2006-07-18","Outros",4,486000.3
"2006-07-19","Motocicleta",27,154342.43
"2006-07-19","Motocicleta",116,764812.86
"2006-07-19","Automóvel",108,4171041.290000001
