"TipoVeiculo","Montadora","NUM_EXERCICIO","QTD_CHASSI"
"Ônibus e Microonibus","RENAULT",2016,918
"Ônibus e Microonibus","RENAULT",2015,916
"Caminhão","VOLVO",2011,911
"Ônibus e Microonibus","MARCOPOLO",2007,911
"Ônibus e Microonibus","MARCOPOLO",2008,907
"Ônibus e Microonibus","MARCOPOLO",2020,904
"Motocicleta","HARLEY DAVIDSON",2013,903
"Motocicleta","KAWASAKI",2015,891
"Caminhão","VOLVO",2010,891
"Automóvel","CITROEN",2004,890
"Outros","Importado",1998,890
"Outros","Importado",2021,889
"Outros","Importado",2020,889
"Outros","Importado",2019,888
"Outros","Importado",2018,887
"Motocicleta","KAWASAKI",2014,883
"Motocicleta","BMW",2021,880
"Motocicleta","BMW",2020,880
"Ônibus e Microonibus","MARCOPOLO",2012,879
"Ônibus e Microonibus","MARCOPOLO",2011,878
"Ônibus e Microonibus","MARCOPOLO",2010,878
"Ônibus e Microonibus","MARCOPOLO",2009,878
"Outros","Importado",2017,873
"Ônibus e Microonibus","VW",2004,872
"Ônibus e Microonibus","VW",2003,872
"Ônibus e Microonibus","VW",2002,871
"Ônibus e Microonibus","VW",2001,871
"Outros","Importado",2016,869
"Automóvel","",2014,869
"Outros","Importado",2015,867
"Outros","Importado",2014,867
"Outros","Importado",2013,865
"Ônibus e Microonibus","RENAULT",2014,863
"Caminhão","VOLVO",2008,861
"Caminhão","VOLVO",2007,861
"Outros","CHEV",2016,860
"Outros","CHEV",2015,860
"Outros","CHEV",2014,860
"Caminhão","VOLVO",2009,860
"Outros","Importado",2012,852
"Ônibus e Microonibus","MARCOPOLO",2007,849
"Outros","Importado",2011,844
"Ônibus e Microonibus","MARCOPOLO",2008,843
"Automóvel","AUDI",2015,839
"Automóvel","AUDI",2014,839
"Automóvel","AUDI",2013,839
"Automóvel","AUDI",2012,839
"Automóvel","AUDI",2011,839
"Automóvel","AUDI",2010,839
"Automóvel","AUDI",2009,839
"Automóvel","AUDI",2008,839
"Automóvel","AUDI",2007,839
"Automóvel","AUDI",2006,839
"Automóvel","AUDI",2005,839
"Automóvel","AUDI",2004,839
"Automóvel","AUDI",2003,839
"Automóvel","AUDI",2002,839
"Automóvel","AUDI",2001,839
"Ônibus e Microonibus","MARCOPOLO",2006,828
"Automóvel","NISSAN",2014,820
"Caminhonete","TOYOTA",2014,791
"Caminhonete","TOYOTA",2015,790
"Caminhonete","TOYOTA",2013,790
"Caminhonete","TOYOTA",2007,790
"Motocicleta","JTA",2021,788
"Motocicleta","JTA",2020,788
"Motocicleta","JTA",2019,788
"Motocicleta","JTA",2018,788
"Motocicleta","JTA",2017,788
"Motocicleta","JTA",2016,788
"Motocicleta","JTA",2015,788
"Motocicleta","JTA",2014,788
"Motocicleta","JTA",2013,788
"Caminhonete","TOYOTA",2012,787
"Caminhonete","TOYOTA",2011,787
"Caminhonete","TOYOTA",2010,787
"Caminhonete","TOYOTA",2009,787
"Caminhonete","TOYOTA",2008,787
"Caminhonete","TOYOTA",2006,787
"Caminhonete","TOYOTA",2005,787
"Motocicleta","JTA",2012,785
"Automóvel","NISSAN",2013,784
"Automóvel","NISSAN",2012,784
"Automóvel","NISSAN",2011,784
"Motocicleta","Importado",1997,782
"Automóvel","DODGE",2006,775
"Automóvel","DODGE",2005,775
"Caminhonete","TOYOTA",2016,774
"Automóvel","FIBRAV",2008,773
"Automóvel","FIBRAV",2007,773
"Automóvel","FIBRAV",2006,773
"Automóvel","FIBRAV",2005,773
"Automóvel","FIBRAV",2004,773
"Automóvel","FIBRAV",2003,773
"Automóvel","FIBRAV",2002,773
"Automóvel","FIBRAV",2001,773
"Automóvel","FIBRAV",2000,773
"Automóvel","FIBRAV",1999,773
"Automóvel","FIBRAV",1998,773
"Automóvel","FIBRAV",1997,773
"Automóvel","FIBRAV",1996,773
"Automóvel","FIBRAV",1995,773
"Automóvel","FIBRAV",1994,773
"Outros","IVECO",2021,772
"Automóvel","DODGE",2004,763
"Automóvel","DODGE",2000,763
"Automóvel","DODGE",1999,763
"Automóvel","DODGE",1998,763
"Automóvel","DODGE",1997,763
"Automóvel","DODGE",1994,763
"Automóvel","DODGE",0,763
"Automóvel","DODGE",2003,762
"Automóvel","DODGE",1996,762
"Automóvel","DODGE",1995,762
"Motocicleta","SANDOWN",2021,761
"Motocicleta","SANDOWN",2020,761
"Motocicleta","SANDOWN",2019,761
"Motocicleta","SANDOWN",2018,761
"Motocicleta","SANDOWN",2017,761
"Motocicleta","SANDOWN",2016,761
"Motocicleta","SANDOWN",2015,761
"Motocicleta","SANDOWN",2014,761
"Motocicleta","SANDOWN",2013,761
"Motocicleta","SANDOWN",2012,761
"Motocicleta","SANDOWN",2011,761
"Motocicleta","SANDOWN",2010,761
"Motocicleta","SANDOWN",2009,761
"Motocicleta","SANDOWN",2008,761
"Outros","CAOACHERY",2021,755
"Caminhonete","Importado",0,752
"Caminhonete","GM",2020,751
"Outros","VW",2012,748
"Caminhão","IVECO",2012,744
"Outros","RENAULT",2016,736
"Outros","VW",2009,736
"Automóvel","FIBRAV",2009,736
"Outros","VW",2011,735
"Outros","VW",2010,735
"Motocicleta","KAWASAKI",2013,731
"Outros","IVECO",2020,728
"Outros","VW",2008,723
"Caminhonete","Importado",1998,723
"Automóvel","PEUGEOT",2002,706
"Automóvel","DODGE",2001,706
"Ônibus e Microonibus","MARCOPOLO",2006,702
"Motocicleta","BMW",2019,700
"Automóvel","",2015,700
"Ônibus e Microonibus","CITROEN",2020,696
"Ônibus e Microonibus","CITROEN",2019,696
"Ônibus e Microonibus","CITROEN",2018,695
"Ônibus e Microonibus","CITROEN",2017,695
"Ônibus e Microonibus","CITROEN",2016,695
"Ônibus e Microonibus","CITROEN",2015,695
"Ônibus e Microonibus","CITROEN",2021,694
"Caminhão","IVECO",2011,692
"Caminhão","GMC",2014,688
"Caminhão","GMC",2007,688
"Caminhão","GMC",2016,687
"Caminhão","GMC",2015,687
"Caminhão","GMC",2013,687
"Caminhão","GMC",2012,687
"Caminhão","GMC",2011,687
"Caminhão","GMC",2010,687
"Caminhão","GMC",2009,687
"Caminhão","GMC",2008,687
"Caminhão","GMC",2006,687
"Caminhão","GMC",2005,687
"Motocicleta","Importado",1996,681
"Automóvel","DODGE",2007,678
"Ônibus e Microonibus","SCANIA",2009,674
"Ônibus e Microonibus","SCANIA",2008,663
"Ônibus e Microonibus","SCANIA",2007,661
"Automóvel","AUDI",2000,659
"Outros","SUZUKI",2021,647
"Outros","SUZUKI",2020,646
"Outros","SUZUKI",2019,646
"Outros","SUZUKI",2018,646
"Outros","SUZUKI",2017,646
"Outros","SUZUKI",2016,646
"Ônibus e Microonibus","CITROEN",2014,644
"Motocicleta","TRAXX",2009,644
"Ônibus e Microonibus","MARCOPOLO",2021,643
"Ônibus e Microonibus","CITROEN",2013,642
"Ônibus e Microonibus","CITROEN",2012,640
"Outros","SUZUKI",2015,638
"Outros","SUZUKI",2014,638
"Ônibus e Microonibus","SCANIA",2006,636
"Ônibus e Microonibus","PEUGEOT",2021,631
"Ônibus e Microonibus","PEUGEOT",2020,631
"Ônibus e Microonibus","PEUGEOT",2019,631
"Ônibus e Microonibus","PEUGEOT",2018,631
"Ônibus e Microonibus","PEUGEOT",2017,631
"Ônibus e Microonibus","PEUGEOT",2016,629
"Ônibus e Microonibus","PEUGEOT",2015,629
"Motocicleta","JTA",2011,621
"Motocicleta","JTA",2010,621
"Motocicleta","JTA",2009,621
"Motocicleta","JTA",2008,621
"Motocicleta","JTA",2007,621
"Motocicleta","JTA",2006,621
"Motocicleta","KASINSKI",2008,620
"Motocicleta","HARLEY DAVIDSON",2012,617
"Caminhonete","GM",2021,616
"Outros","IVECO",2019,615
"Outros","IVECO",2018,615
"Outros","IVECO",2017,615
"Outros","IVECO",2016,615
"Outros","IVECO",2015,615
"Outros","IVECO",2014,615
"Outros","IVECO",2013,613
"Motocicleta","HARLEY DAVIDSON",2011,610
"Outros","Importado",1997,607
"Outros","VW",2007,604
"Outros","HONDA",2021,596
"Automóvel","",2016,595
"Outros","HONDA",2020,594
"Motocicleta","Importado",2005,590
"Outros","IVECO",2012,588
"Caminhão","IVECO",2010,586
"Caminhão","AGRALE",2007,585
"Automóvel","M.BENZ",2021,582
"Caminhão","AGRALE",2009,581
"Outros","HONDA",2019,578
"Caminhão","AGRALE",2006,578
"Outros","Importado",1996,577
"Caminhão","AGRALE",2008,576
"Ônibus e Microonibus","VOLKS",2014,574
"Ônibus e Microonibus","VOLKS",2013,574
"Ônibus e Microonibus","VOLKS",2012,574
"Ônibus e Microonibus","VOLKS",2011,574
"Ônibus e Microonibus","VOLKS",2010,574
"Ônibus e Microonibus","VOLKS",2009,574
"Ônibus e Microonibus","VOLKS",2008,573
"Ônibus e Microonibus","VOLKS",2007,573
"Ônibus e Microonibus","VOLKS",2006,573
"Ônibus e Microonibus","VOLKS",2005,573
"Ônibus e Microonibus","M.BENZ",2009,572
"Caminhão","AGRALE",2005,572
"Ônibus e Microonibus","M.BENZ",2008,567
"Ônibus e Microonibus","VOLKS",2018,562
"Ônibus e Microonibus","VOLKS",2017,562
"Ônibus e Microonibus","VOLKS",2016,562
"Ônibus e Microonibus","VOLKS",2015,562
"Automóvel","CITROEN",2003,558
"Automóvel","CITROEN",2002,558
"Ônibus e Microonibus","VOLVO",2014,557
"Ônibus e Microonibus","VOLKS",2021,555
"Ônibus e Microonibus","VOLKS",2020,555
"Ônibus e Microonibus","VOLKS",2019,555
"Caminhonete","VW",0,554
"Outros","HONDA",2018,551
"Outros","HONDA",2017,551
"Ônibus e Microonibus","M.BENZ",2007,551
"Motocicleta","KASINSKI",2007,550
"Ônibus e Microonibus","SCANIA",2005,549
"Outros","HONDA",2016,545
"Ônibus e Microonibus","M.BENZ",2011,545
"Ônibus e Microonibus","M.BENZ",2010,545
"Ônibus e Microonibus","M.BENZ",2012,544
"Outros","Importado",1995,544
"Automóvel","TROLLER",2015,539
"Automóvel","TROLLER",2014,539
"Automóvel","TROLLER",2013,539
"Automóvel","TROLLER",2007,539
"Automóvel","TROLLER",2012,538
"Automóvel","TROLLER",2011,538
"Automóvel","TROLLER",2010,538
"Automóvel","TROLLER",2009,538
"Automóvel","TROLLER",2008,538
"Automóvel","TROLLER",2006,538
"Automóvel","TROLLER",2005,538
"Automóvel","TROLLER",2021,535
"Automóvel","TROLLER",2020,535
"Automóvel","TROLLER",2019,535
"Automóvel","TROLLER",2018,535
"Automóvel","TROLLER",2017,535
"Automóvel","TROLLER",2016,535
"Ônibus e Microonibus","CITROEN",2011,535
"Ônibus e Microonibus","CITROEN",2010,535
"Outros","HONDA",2014,534
"Ônibus e Microonibus","VOLVO",2013,534
"Motocicleta","KASINSKI",2006,534
"Motocicleta","KASINSKI",2005,534
"Motocicleta","KASINSKI",2004,534
"Motocicleta","KASINSKI",2003,534
"Outros","HONDA",2015,533
"Motocicleta","AGRALE",2006,533
"Motocicleta","AGRALE",2005,533
"Motocicleta","AGRALE",2004,533
"Motocicleta","AGRALE",2003,533
"Motocicleta","AGRALE",2007,532
"Outros","CAOACHERY",2020,531
"Motocicleta","AGRALE",2009,531
"Motocicleta","AGRALE",2008,531
"Outros","HONDA",2013,530
"Motocicleta","AGRALE",2002,530
"Motocicleta","AGRALE",2001,530
"Motocicleta","AGRALE",2000,530
"Motocicleta","AGRALE",1999,530
"Motocicleta","AGRALE",1998,530
"Motocicleta","AGRALE",1997,530
"Motocicleta","AGRALE",1996,530
"Motocicleta","AGRALE",1995,530
"Motocicleta","AGRALE",1994,530
"Motocicleta","AGRALE",0,530
"Outros","HONDA",2012,529
"Ônibus e Microonibus","VOLVO",2011,529
"Motocicleta","PIAGGIO",2003,528
"Motocicleta","PIAGGIO",2000,528
"Motocicleta","PIAGGIO",1999,528
"Motocicleta","PIAGGIO",1998,528
"Motocicleta","PIAGGIO",1997,528
"Motocicleta","PIAGGIO",1996,528
"Motocicleta","PIAGGIO",1995,528
"Motocicleta","PIAGGIO",1994,528
"Motocicleta","PIAGGIO",0,528
"Motocicleta","PIAGGIO",2009,527
"Motocicleta","PIAGGIO",2008,527
"Motocicleta","PIAGGIO",2007,527
"Motocicleta","PIAGGIO",2006,527
"Motocicleta","PIAGGIO",2005,527
"Motocicleta","PIAGGIO",2004,527
"Motocicleta","PIAGGIO",2002,527
"Motocicleta","PIAGGIO",2001,527
"Ônibus e Microonibus","VOLVO",2012,523
"Ônibus e Microonibus","VOLVO",2010,523
"Motocicleta","KASINSKI",2002,521
"Ônibus e Microonibus","VOLVO",2009,520
"Ônibus e Microonibus","VOLVO",2007,517
"Motocicleta","BMW",2018,516
"Ônibus e Microonibus","VOLVO",2008,516
"Automóvel","GM",0,513
"Ônibus e Microonibus","M.BENZ",2013,512
"Ônibus e Microonibus","VOLVO",2006,510
"Ônibus e Microonibus","VOLVO",2005,510
"Motocicleta","DAFRA",2021,508
"Motocicleta","DAFRA",2020,508
"Motocicleta","DAFRA",2019,508
"Motocicleta","DAFRA",2018,508
"Motocicleta","DAFRA",2017,508
"Motocicleta","DAFRA",2016,508
"Motocicleta","DAFRA",2015,508
"Motocicleta","DAFRA",2014,508
"Motocicleta","DAFRA",2013,508
"Motocicleta","DAFRA",2012,508
"Ônibus e Microonibus","SCANIA",2010,506
"Caminhonete","Importado",1997,505
"Outros","IVECO",2020,504
"Outros","IVECO",2019,502
"Outros","IVECO",2018,502
"Motocicleta","TRAXX",2015,502
"Motocicleta","TRAXX",2014,502
"Motocicleta","TRAXX",2013,502
"Motocicleta","TRAXX",2012,502
"Motocicleta","TRAXX",2011,501
"Motocicleta","TRAXX",2010,501
"Motocicleta","TRAXX",2009,501
"Outros","IVECO",2017,500
"Outros","IVECO",2016,500
"Outros","IVECO",2015,499
"Ônibus e Microonibus","SCANIA",2013,498
"Automóvel","NISSAN",2010,498
"Outros","IVECO",2021,488
"Automóvel","BMW",2021,487
"Automóvel","BMW",2020,487
"Ônibus e Microonibus","MARCOPOLO",2005,487
"Ônibus e Microonibus","SCANIA",2012,483
"Outros","IVECO",2014,480
"Ônibus e Microonibus","M.BENZ",2014,477
"Ônibus e Microonibus","PEUGEOT",2014,477
"Automóvel","GURGEL",2010,474
"Ônibus e Microonibus","RENAULT",2013,473
"Ônibus e Microonibus","RENAULT",2012,473
"Ônibus e Microonibus","RENAULT",2011,473
"Outros","Importado",1994,473
"Ônibus e Microonibus","RENAULT",2010,472
"Motocicleta","Importado",1994,472
"Motocicleta","",2009,458
"Motocicleta","",2008,458
"Motocicleta","",2007,458
"Motocicleta","",2006,458
"Motocicleta","",2005,458
"Motocicleta","",2004,458
"Motocicleta","",2003,458
"Motocicleta","",2000,458
"Motocicleta","",1999,458
"Motocicleta","",1998,458
"Motocicleta","",1997,458
"Caminhonete","Importado",1996,458
"Motocicleta","",1995,458
"Motocicleta","",1994,458
"Motocicleta","",0,458
"Motocicleta","",2012,456
"Motocicleta","",2011,456
"Motocicleta","",2010,456
"Caminhão","IVECO",2009,453
"Motocicleta","",2002,450
"Motocicleta","",2001,450
"Motocicleta","",1996,450
"Motocicleta","DAFRA",2021,449
"Motocicleta","DAFRA",2020,449
"Motocicleta","DAFRA",2019,449
"Motocicleta","DAFRA",2018,449
"Motocicleta","DAFRA",2017,449
"Motocicleta","DAFRA",2016,449
"Motocicleta","DAFRA",2015,449
"Motocicleta","",2014,449
"Motocicleta","",2013,449
"Caminhonete","Importado",1995,448
"Caminhão","",2007,441
"Automóvel","TROLER",2015,440
"Automóvel","TROLER",2014,440
"Automóvel","TROLER",2013,440
"Automóvel","TROLER",2012,440
"Caminhão","",2009,440
"Caminhão","",2008,440
"Caminhão","",2006,440
"Caminhão","",2005,440
"Caminhão","GM",2000,438
"Caminhão","GM",1999,438
"Caminhão","GM",1998,438
"Caminhão","GM",1997,438
"Motocicleta","Importado",1995,438
"Caminhão","GM",1994,438
"Caminhão","GM",2004,437
"Caminhão","GM",2003,437
"Ônibus e Microonibus","SCANIA",2011,436
"Caminhão","GM",0,436
"Automóvel","TROLER",2016,435
"Automóvel","TROLER",2011,435
"Automóvel","TROLER",2010,435
"Automóvel","TROLER",2009,435
"Automóvel","TROLER",2008,435
"Automóvel","TROLER",2007,435
"Automóvel","TROLER",2006,435
"Automóvel","TROLER",2005,435
"Automóvel","TROLER",2004,435
"Automóvel","TROLER",2003,435
"Automóvel","TROLER",2002,435
"Caminhão","GM",2001,435
"Automóvel","TROLER",2001,435
"Automóvel","TROLER",2000,435
"Automóvel","TROLER",1999,435
"Automóvel","TROLER",1998,435
"Automóvel","TROLER",1997,435
"Caminhão","GM",1996,434
"Caminhão","GM",1995,434
"Motocicleta","BMW",2017,433
"Motocicleta","DAFRA",2014,431
"Motocicleta","DAFRA",2013,431
"Motocicleta","DAFRA",2012,431
"Motocicleta","DAFRA",2011,431
"Motocicleta","AGRALE",2010,429
,"VW",2021,422
,"VW",2020,422
"Caminhonete","Importado",1994,422
"Outros","RENAULT",2015,420
"Motocicleta","BMW",2016,418
"Ônibus e Microonibus","M.BENZ",2006,418
"Ônibus e Microonibus","M.BENZ",2005,418
"Ônibus e Microonibus","SCANIA",2014,412
"Caminhão","",2011,408
"Caminhão","",2010,408
"Outros","MMC",2006,406
"Automóvel","GURGEL",2011,405
"Caminhão","",2021,399
"Caminhão","",2014,399
"Caminhão","",2013,399
"Ônibus e Microonibus","PEUGEOT",2013,399
"Caminhão","",2012,399
"Automóvel","BMW",2019,396
"Automóvel","BMW",2018,396
"Automóvel","BMW",2017,396
"Automóvel","BMW",2016,396
"Ônibus e Microonibus","PEUGEOT",2012,396
"Ônibus e Microonibus","PEUGEOT",2011,396
"Caminhão","",2020,395
"Caminhão","",2019,395
"Caminhão","",2018,395
"Caminhão","",2017,395
"Outros","RENAULT",2014,395
"Ônibus e Microonibus","M.BENZ",2016,392
"Ônibus e Microonibus","M.BENZ",2015,392
"Motocicleta","DAFRA",2010,392
"Outros","BMW",2021,390
"Outros","BMW",2020,390
"Outros","MMC",2005,388
"Outros","IVECO",2013,387
"Caminhão","",2016,385
"Caminhão","",2015,385
"Outros","MMC",2004,385
"Outros","MMC",2003,385
"Automóvel","Importado",0,381
"Outros","BMW",2019,377
"Outros","CAOACHERY",2019,372
"Motocicleta","BMW",2015,370
"Outros","IVECO",2012,368
"Motocicleta","SANDOWN",2021,358
"Motocicleta","SANDOWN",2020,358
"Motocicleta","SANDOWN",2019,358
"Motocicleta","SANDOWN",2018,358
"Motocicleta","SANDOWN",2017,358
"Motocicleta","SANDOWN",2016,358
"Motocicleta","SANDOWN",2015,358
"Motocicleta","SANDOWN",2014,358
"Motocicleta","SANDOWN",2013,358
"Motocicleta","SANDOWN",2012,358
"Motocicleta","SANDOWN",2011,358
"Ônibus e Microonibus","PEUGEOT",2010,358
"Motocicleta","SANDOWN",2010,358
"Motocicleta","SANDOWN",2009,358
"Motocicleta","SANDOWN",2008,358
"Motocicleta","JTA",1994,358
"Automóvel","BMW",2015,356
"Ônibus e Microonibus","",2007,350
"Ônibus e Microonibus","MARCOPOLO",2005,350
"Ônibus e Microonibus","M.BENZ",2018,349
"Ônibus e Microonibus","M.BENZ",2017,349
"Ônibus e Microonibus","Importado",2005,348
"Motocicleta","JTA",1997,348
"Outros","VW",2006,347
"Outros","VW",2005,347
"Ônibus e Microonibus","",2009,345
"Ônibus e Microonibus","",2008,345
"Ônibus e Microonibus","",2006,345
"Ônibus e Microonibus","",2005,345
"Ônibus e Microonibus","Importado",2014,344
"Ônibus e Microonibus","Importado",2013,344
"Ônibus e Microonibus","Importado",2012,344
"Ônibus e Microonibus","Importado",2011,344
"Ônibus e Microonibus","IVECO",2021,343
"Ônibus e Microonibus","RENAULT",2009,343
"Ônibus e Microonibus","RENAULT",2008,343
"Outros","Importado",2010,342
"Caminhão","IVECO",2008,342
"Ônibus e Microonibus","Importado",2009,341
"Ônibus e Microonibus","M.BENZ",2019,340
"Ônibus e Microonibus","Importado",2010,340
"Ônibus e Microonibus","Importado",2008,340
"Ônibus e Microonibus","Importado",2007,340
"Ônibus e Microonibus","Importado",2006,340
"Outros","PEUGEOT",2020,339
"Outros","PEUGEOT",2019,339
"Outros","PEUGEOT",2018,339
"Ônibus e Microonibus","M.BENZ",2021,338
"Ônibus e Microonibus","M.BENZ",2020,338
"Outros","PEUGEOT",2017,338
"Outros","PEUGEOT",2016,338
"Outros","PEUGEOT",2015,338
"Motocicleta","TRIUMPH",2021,337
"Outros","IVECO",2011,337
"Outros","HONDA",2011,337
"Motocicleta","JTA",1996,336
"Outros","PEUGEOT",2014,335
"Outros","PEUGEOT",2021,334
"Motocicleta","AGRALE",2011,332
"Ônibus e Microonibus","IVECO",2020,331
"Outros","PEUGEOT",2013,331
"Outros","PEUGEOT",2012,331
"Outros","DAF",2021,330
"Ônibus e Microonibus","IVECO",2019,330
"Outros","PEUGEOT",2011,330
"Caminhão","IVECOFIAT",2016,329
"Caminhão","IVECOFIAT",2015,329
"Caminhão","IVECOFIAT",2014,329
"Outros","BMW",2018,328
"Ônibus e Microonibus","IVECO",2018,328
"Outros","BMW",2017,328
"Outros","Importado",2009,328
"Caminhão","IVECOFIAT",2007,328
"Outros","TROLLER",2005,328
"Ônibus e Microonibus","FORD",2009,327
"Ônibus e Microonibus","FORD",2008,327
"Ônibus e Microonibus","FORD",2007,327
"Ônibus e Microonibus","FORD",2006,327
"Ônibus e Microonibus","FORD",2005,327
"Ônibus e Microonibus","IVECO",2017,326
"Ônibus e Microonibus","FORD",2012,325
"Ônibus e Microonibus","FORD",2011,325
"Ônibus e Microonibus","FORD",2010,325
"Caminhão","IVECOFIAT",2013,323
"Caminhão","IVECOFIAT",2012,323
"Caminhão","IVECOFIAT",2011,323
"Caminhão","IVECOFIAT",2010,323
"Ônibus e Microonibus","FORD",2014,322
"Ônibus e Microonibus","FORD",2013,322
"Caminhão","IVECOFIAT",2009,322
"Caminhão","IVECOFIAT",2008,322
"Caminhão","IVECOFIAT",2006,322
"Caminhão","IVECOFIAT",2005,322
"Outros","",2014,319
"Outros","",2013,319
"Outros","",2012,319
"Outros","",2011,319
"Motocicleta","DAFRA",2011,319
"Outros","",2010,319
"Ônibus e Microonibus","",2014,318
"Ônibus e Microonibus","",2013,318
"Ônibus e Microonibus","",2012,318
"Ônibus e Microonibus","",2011,318
"Ônibus e Microonibus","",2010,318
"Ônibus e Microonibus","IVECO",2016,316
"Ônibus e Microonibus","",2015,316
"Ônibus e Microonibus","IVECO",2015,316
"Ônibus e Microonibus","IVECO",2014,316
"Ônibus e Microonibus","IVECO",2013,316
"Automóvel","BRM",2009,312
"Automóvel","BRM",2008,312
"Automóvel","BRM",2007,312
"Automóvel","BRM",2006,312
"Automóvel","BRM",2005,312
"Automóvel","BRM",2004,312
"Automóvel","BRM",2003,312
"Automóvel","BRM",2002,312
"Automóvel","BRM",2001,312
"Automóvel","BRM",2000,312
"Automóvel","BRM",1999,312
"Automóvel","BRM",1998,312
"Automóvel","BRM",1997,312
"Automóvel","BRM",1996,312
"Automóvel","BRM",1995,312
"Automóvel","BRM",1994,312
"Ônibus e Microonibus","Importado",2017,306
"Outros","LR",2021,303
"Motocicleta","KASINSKI",2020,303
"Motocicleta","KASINSKI",2019,303
"Motocicleta","KASINSKI",2018,303
"Motocicleta","KASINSKI",2017,303
"Motocicleta","KASINSKI",2016,303
"Motocicleta","KASINSKI",2015,303
"Motocicleta","KASINSKI",2014,303
"Motocicleta","KASINSKI",2013,303
"Motocicleta","AGRALE",2012,300
"Ônibus e Microonibus","Importado",2018,298
"Outros","",2018,297
"Outros","",2017,297
"Motocicleta","Importado",2008,296
"Motocicleta","Importado",2007,296
"Outros","LR",2020,295
"Automóvel","BRM",2013,294
"Automóvel","BRM",2012,294
"Automóvel","BRM",2011,294
"Automóvel","BRM",2010,294
"Ônibus e Microonibus","",2018,292
"Ônibus e Microonibus","",2017,292
"Motocicleta","Importado",2006,292
"Outros","BMW",2016,291
"Motocicleta","Importado",2004,291
"Motocicleta","KASINSKI",2001,289
"Ônibus e Microonibus","",2019,282
"Outros","LR",2019,281
"Ônibus e Microonibus","IVECO",2017,279
"Caminhão","GM",2002,279
"Outros","CHERY",2021,278
"Outros","CHERY",2020,278
"Outros","CHERY",2019,278
"Ônibus e Microonibus","IVECO",2016,278
"Caminhão","IVECOFIAT",2017,276
"Caminhão","SCANIA",2021,275
"Outros","Importado",2020,274
"Outros","Importado",2021,272
"Outros","Importado",2014,271
"Motocicleta","KASINSKI",2000,270
"Caminhão","SCANIA",2020,269
"Automóvel","GURGEL",2012,268
"Automóvel","EGO",2008,268
"Automóvel","EGO",2007,268
"Automóvel","EGO",2006,268
"Automóvel","EGO",2005,268
"Automóvel","EGO",2004,268
"Automóvel","EGO",2003,268
"Automóvel","EGO",2002,268
"Automóvel","EGO",2001,268
"Automóvel","EGO",2000,268
"Automóvel","EGO",1999,268
"Automóvel","EGO",1998,268
"Automóvel","EGO",1997,268
"Automóvel","EGO",1996,268
"Automóvel","EGO",1995,268
"Automóvel","EGO",1994,268
"Outros","Importado",2019,267
"Outros","Importado",2018,267
"Motocicleta","KAWASAKI",2012,267
"Ônibus e Microonibus","IVECO",2019,266
"Caminhão","IVECOFIAT",2018,266
"Ônibus e Microonibus","IVECO",2018,266
"Caminhão","AGRALE",2010,266
"Outros","DAF",2020,265
"Ônibus e Microonibus","IVECO",2020,265
"Outros","DAF",2019,265
"Caminhão","SCANIA",2019,265
"Caminhão","SCANIA",2018,265
"Outros","Importado",2013,265
"Outros","Importado",2012,265
"Outros","DAF",2018,264
"Outros","Importado",2017,264
"Outros","Importado",2016,264
"Outros","REANAULT",2021,263
"Outros","REANAULT",2020,263
"Outros","REANAULT",2019,263
"Caminhão","IVECOFIAT",2019,263
"Outros","REANAULT",2018,263
"Outros","Importado",2011,263
"Automóvel","PEIXOTO",2021,262
"Automóvel","PEIXOTO",2020,262
"Automóvel","PEIXOTO",2019,262
"Automóvel","PEIXOTO",2018,262
"Automóvel","PEIXOTO",2017,262
"Automóvel","PEIXOTO",2016,262
"Outros","BMW",2015,262
"Automóvel","PEIXOTO",2015,262
"Automóvel","PEIXOTO",2014,262
"Automóvel","PEIXOTO",2013,262
"Automóvel","PEIXOTO",2012,262
"Automóvel","PEIXOTO",2011,262
"Automóvel","PEIXOTO",2010,262
"Automóvel","PEIXOTO",2009,262
"Automóvel","PEIXOTO",2008,262
"Automóvel","PEIXOTO",2007,262
"Automóvel","PEIXOTO",2006,262
"Automóvel","PEIXOTO",2005,262
"Motocicleta","Importado",2005,260
"Outros","Importado",2015,258
"Motocicleta","Importado",2003,258
"Ônibus e Microonibus","RENAULT",2007,257
"Ônibus e Microonibus","RENAULT",2006,257
"Ônibus e Microonibus","VOLVO",2015,254
"Motocicleta","HARLEY DAVIDSON",2010,252
"Motocicleta","HARLEY DAVIDSON",2009,252
"Caminhão","DODGE",2009,250
"Caminhão","DODGE",2008,250
"Caminhão","DODGE",2007,250
"Ônibus e Microonibus","CITROEN",2007,250
"Caminhão","DODGE",2006,250
"Caminhão","DODGE",2005,250
"Outros","",2021,249
"Outros","",2020,249
"Outros","",2019,249
"Motocicleta","Importado",2003,249
"Caminhão","SCANIA",2017,248
"Ônibus e Microonibus","CITROEN",2009,248
"Ônibus e Microonibus","CITROEN",2008,248
"Ônibus e Microonibus","CITROEN",2006,248
"Caminhão","SCANIA",2016,247
"Ônibus e Microonibus","IVECO",2021,245
"Caminhão","SCANIA",2015,240
"Caminhão","SCANIA",2014,240
"Automóvel","CHERY",2021,239
"Automóvel","CHERY",2020,239
"Automóvel","CHERY",2019,239
"Automóvel","CHERY",2018,238
"Motocicleta","TRIUMPH",2020,237
"Automóvel","CHERY",2017,237
"Caminhão","SCANIA",2013,236
"Outros","DAF",2017,231
