"TipoVeiculo","Montadora","NUM_EXERCICIO","QTD_CHASSI"
"Automóvel","CITROEN",2008,4776
"Caminhonete","FIAT",2007,4774
"Automóvel","PEUGEOT",2007,4774
"Outros","MMC",2011,4740
"Outros","MMC",2010,4740
"Caminhonete","FIAT",2006,4695
"Caminhonete","FIAT",2005,4687
"Automóvel","RENAULT",2004,4683
"Motocicleta","Importado",2007,4677
"Caminhonete","FIAT",2004,4675
"Caminhonete","RENAULT",2017,4666
"Caminhonete","RENAULT",2016,4664
"Caminhonete","RENAULT",2015,4664
"Caminhonete","RENAULT",2014,4664
"Caminhonete","RENAULT",2013,4664
"Caminhonete","RENAULT",2012,4664
"Caminhão","FORD",2004,4640
"Motocicleta","SUNDOWN",2006,4583
"Motocicleta","SUNDOWN",2005,4576
"Ônibus e Microonibus","Importado",2008,4533
"Ônibus e Microonibus","Importado",2007,4532
"Motocicleta","Importado",2014,4517
"Ônibus e Microonibus","Importado",2005,4517
"Ônibus e Microonibus","Importado",2016,4516
"Ônibus e Microonibus","Importado",2006,4516
"Automóvel","NISSAN",2017,4480
"Motocicleta","Importado",2013,4478
"Caminhonete","FIAT",2003,4451
"Motocicleta","Importado",2015,4330
"Caminhonete","GM",1997,4299
"Motocicleta","Importado",2016,4280
"Caminhão","GM",2010,4258
"Automóvel","FYBER",2021,4227
"Automóvel","FYBER",2012,4227
"Automóvel","FYBER",2011,4227
"Automóvel","FYBER",2010,4227
"Automóvel","FYBER",2009,4227
"Automóvel","FYBER",2008,4227
"Automóvel","FYBER",2007,4227
"Automóvel","FYBER",2006,4227
"Automóvel","FYBER",2005,4227
"Automóvel","FYBER",2004,4227
"Automóvel","FYBER",2003,4227
"Automóvel","FYBER",2002,4227
"Automóvel","FYBER",2001,4227
"Automóvel","FYBER",2000,4227
"Automóvel","FYBER",1999,4227
"Automóvel","FYBER",1998,4227
"Automóvel","FYBER",1997,4227
"Automóvel","FYBER",1996,4227
"Automóvel","FYBER",1995,4227
"Automóvel","FYBER",1994,4227
"Ônibus e Microonibus","Importado",2017,4172
"Outros","HYUNDAI",2021,4156
"Outros","HYUNDAI",2020,4156
"Outros","HYUNDAI",2019,4156
"Outros","HYUNDAI",2018,4156
"Outros","HYUNDAI",2017,4156
"Outros","HYUNDAI",2016,4156
"Outros","HYUNDAI",2015,4156
"Outros","HYUNDAI",2014,4156
"Outros","HYUNDAI",2013,4156
"Outros","HYUNDAI",2012,4156
"Outros","HYUNDAI",2011,4154
"Outros","HYUNDAI",2010,4154
"Outros","HYUNDAI",2009,4154
"Ônibus e Microonibus","Importado",2018,4135
"Outros","HYUNDAI",2008,4125
"Ônibus e Microonibus","Importado",2020,4111
"Caminhonete","JEEP",2016,4080
"Ônibus e Microonibus","Importado",2019,4051
"Caminhonete","FIAT",2002,4026
"Automóvel","HONDA",2003,3999
"Automóvel","HONDA",2002,3999
"Automóvel","HONDA",2001,3999
"Automóvel","HONDA",2000,3999
"Automóvel","HONDA",1999,3999
"Outros","FIAT",1998,3999
"Outros","FIAT",1997,3999
"Outros","VOLVO",2020,3933
"Outros","VOLVO",2019,3925
"Caminhonete","GM",1996,3904
"Outros","VOLVO",2021,3900
"Outros","VOLVO",2018,3882
"Caminhonete","FIAT",2000,3882
"Caminhonete","FIAT",1999,3882
"Automóvel","CITROEN",2007,3881
"Caminhonete","FIAT",2001,3881
"Caminhonete","FIAT",1998,3872
"Caminhonete","FIAT",1997,3872
"Outros","VOLVO",2017,3866
"Outros","VOLVO",2016,3866
"Outros","VOLVO",2015,3835
"Outros","VOLVO",2010,3805
"Motocicleta","Importado",2006,3772
"Motocicleta","Importado",2005,3715
"Caminhonete","FIAT",1996,3676
"Outros","FIAT",1996,3658
"Automóvel","HONDA",1998,3654
"Outros","VOLVO",2011,3642
"Outros","VOLVO",2009,3605
"Outros","VOLVO",2008,3603
"Motocicleta","JTA",2004,3595
"Motocicleta","JTA",2003,3595
"Caminhonete","FIAT",1995,3532
"Caminhonete","FORD",0,3528
"Caminhonete","GM",2015,3500
"Outros","VOLVO",2012,3433
"Motocicleta","SUNDOWN",2017,3425
"Motocicleta","SUNDOWN",2016,3425
"Motocicleta","SUNDOWN",2015,3425
"Motocicleta","SUNDOWN",2014,3425
"Motocicleta","SUNDOWN",2013,3425
"Motocicleta","SUNDOWN",2012,3425
"Motocicleta","SUNDOWN",2011,3425
"Motocicleta","SUNDOWN",2010,3425
"Motocicleta","SUNDOWN",2009,3425
"Motocicleta","SUNDOWN",2008,3425
"Motocicleta","SUNDOWN",2007,3425
"Motocicleta","SUNDOWN",2021,3422
"Motocicleta","SUNDOWN",2020,3422
"Motocicleta","SUNDOWN",2019,3422
"Motocicleta","SUNDOWN",2018,3422
"Automóvel","FORD",0,3422
"Outros","NISSAN",2021,3378
"Outros","NISSAN",2020,3378
"Outros","NISSAN",2019,3378
"Outros","NISSAN",2018,3378
"Outros","NISSAN",2017,3378
"Outros","NISSAN",2016,3378
"Outros","NISSAN",2015,3378
"Motocicleta","Importado",2004,3373
"Ônibus e Microonibus","Importado",2021,3342
"Outros","FIAT",1995,3320
"Outros","NISSAN",2014,3292
"Ônibus e Microonibus","VW",2016,3290
"Ônibus e Microonibus","VW",2014,3284
"Ônibus e Microonibus","VW",2015,3282
"Outros","CHEVROLET",2012,3223
"Outros","CHEVROLET",2011,3223
"Caminhonete","HYUNDAI",2021,3201
"Caminhonete","HYUNDAI",2020,3201
"Caminhonete","HYUNDAI",2019,3199
"Caminhonete","HYUNDAI",2018,3197
"Outros","VOLVO",2007,3179
"Automóvel","NISSAN",2016,3177
"Ônibus e Microonibus","VW",2018,3170
"Ônibus e Microonibus","VW",2013,3168
"Caminhonete","FIAT",1994,3161
"Ônibus e Microonibus","VW",2017,3160
"Outros","NISSAN",2013,3147
"Caminhonete","HYUNDAI",2017,3094
"Ônibus e Microonibus","VW",2021,3092
"Ônibus e Microonibus","VW",2020,3088
"Ônibus e Microonibus","VW",2019,3076
"Caminhonete","GM",0,3055
"Outros","Importado",2005,3038
"Caminhonete","GM",1994,3036
"Caminhonete","GM",1995,3035
"Outros","REB",1995,2975
"Automóvel","PEUGEOT",2006,2970
"Ônibus e Microonibus","FIAT",2018,2950
"Ônibus e Microonibus","FIAT",2017,2948
"Ônibus e Microonibus","FIAT",2016,2948
"Ônibus e Microonibus","FIAT",2015,2934
"Ônibus e Microonibus","FIAT",2014,2934
"Ônibus e Microonibus","FIAT",2013,2917
"Ônibus e Microonibus","VW",2012,2909
"Ônibus e Microonibus","FIAT",2020,2899
"Ônibus e Microonibus","FIAT",2019,2899
"Ônibus e Microonibus","FIAT",2021,2897
"Ônibus e Microonibus","FIAT",2012,2893
"Ônibus e Microonibus","FIAT",2011,2887
"Outros","SCANIA",2014,2859
"Ônibus e Microonibus","VW",2011,2851
"Caminhonete","FIAT",2008,2815
"Outros","SCANIA",2013,2809
"Caminhonete","HYUNDAI",2016,2795
"Caminhonete","HYUNDAI",2015,2795
"Caminhonete","HYUNDAI",2014,2795
"Motocicleta","Importado",2012,2789
"Automóvel","VW",0,2716
"Motocicleta","YAMAHA",2010,2657
"Motocicleta","YAMAHA",2009,2657
"Motocicleta","YAMAHA",2008,2657
"Motocicleta","YAMAHA",2007,2657
"Motocicleta","YAMAHA",2006,2657
"Motocicleta","YAMAHA",2005,2657
"Motocicleta","Importado",2011,2651
"Outros","MMC",2009,2641
"Outros","MMC",2008,2641
"Automóvel","PEUGEOT",2005,2640
"Motocicleta","SUNDOWN",2006,2628
"Caminhão","VOLVO",2020,2608
"Caminhão","VOLVO",2019,2606
"Caminhão","VOLVO",2018,2606
"Caminhão","VOLVO",2017,2606
"Caminhão","VOLVO",2016,2605
"Caminhonete","GM",2016,2599
"Caminhão","VOLVO",2015,2599
"Outros","VOLVO",2006,2596
"Outros","VOLVO",2005,2596
"Ônibus e Microonibus","FIAT",2010,2593
"Outros","JEEP",2016,2575
"Caminhão","VOLVO",2021,2543
"Ônibus e Microonibus","FIAT",2009,2530
"Motocicleta","SUNDOWN",2005,2513
"Motocicleta","SUNDOWN",2004,2511
"Motocicleta","SUNDOWN",2003,2508
"Outros","FORD",2016,2466
"Outros","FORD",2018,2445
"Outros","FORD",2015,2445
"Outros","FORD",2019,2444
"Automóvel","",2006,2429
"Automóvel","",2004,2429
"Automóvel","",2003,2429
"Automóvel","",2000,2429
"Automóvel","",1999,2429
"Automóvel","",1998,2429
"Automóvel","",1997,2429
"Automóvel","",1994,2429
"Automóvel","",2005,2427
"Automóvel","",1995,2427
"Automóvel","",2007,2426
"Automóvel","",1996,2414
"Automóvel","",2001,2413
"Outros","SCANIA",2020,2408
"Automóvel","",2009,2401
"Automóvel","",2008,2401
"Outros","SCANIA",2009,2400
"Automóvel","",2002,2399
"Automóvel","RENAULT",2003,2364
"Caminhão","VOLVO",2014,2353
"Caminhão","VOLVO",2013,2347
"Ônibus e Microonibus","FIAT",2008,2345
"Motocicleta","Importado",2010,2336
"Motocicleta","Importado",2009,2328
"Caminhonete","FIAT",2009,2325
"Motocicleta","Importado",2003,2325
"Outros","NISSAN",2012,2312
"Outros","TROLLER",2021,2308
"Ônibus e Microonibus","FIAT",2007,2302
"Outros","TROLLER",2020,2300
"Automóvel","TOYOTA",2002,2298
"Automóvel","TOYOTA",2001,2298
"Automóvel","TOYOTA",2000,2298
"Automóvel","TOYOTA",1999,2298
"Automóvel","RENAULT",2002,2294
"Caminhão","Importado",2013,2287
"Caminhonete","FIAT",2010,2284
"Ônibus e Microonibus","FIAT",2006,2276
"Caminhonete","FIAT",2011,2269
"Automóvel","NISSAN",2015,2263
"Ônibus e Microonibus","FIAT",2005,2254
"Caminhão","GM",2011,2247
"Caminhão","GM",2012,2246
"Caminhonete","FIAT",2012,2244
"Motocicleta","Importado",2000,2242
"Ônibus e Microonibus","MBENZ",2014,2241
"Motocicleta","Importado",2002,2233
"Outros","SCANIA",2012,2230
"Outros","SCANIA",2011,2229
"Ônibus e Microonibus","MBENZ",2013,2227
"Outros","NISSAN",2011,2226
"Outros","NISSAN",2010,2226
"Motocicleta","Importado",1999,2209
"Motocicleta","Importado",0,2209
"Caminhonete","HYUNDAI",2013,2205
"Caminhonete","HYUNDAI",2012,2205
"Caminhonete","HYUNDAI",2011,2205
"Motocicleta","Importado",2001,2204
"Motocicleta","Importado",1998,2204
"Caminhonete","FIAT",2013,2197
"Outros","SCANIA",2021,2195
"Outros","FORD",2017,2188
"Outros","SCANIA",2019,2187
"Caminhonete","FIAT",2014,2174
"Outros","SCANIA",2018,2166
"Outros","FORD",2020,2165
"Outros","SCANIA",2017,2165
"Outros","SCANIA",2016,2165
"Outros","FORD",2021,2158
"Outros","SCANIA",2015,2157
"Outros","SCANIA",2010,2155
"Ônibus e Microonibus","MBENZ",2015,2154
"Ônibus e Microonibus","MBENZ",2016,2149
"Ônibus e Microonibus","MBENZ",2017,2147
"Ônibus e Microonibus","MBENZ",2012,2138
"Ônibus e Microonibus","MBENZ",2011,2138
"Ônibus e Microonibus","MBENZ",2010,2134
"Caminhonete","GM",2017,2127
"Ônibus e Microonibus","MBENZ",2009,2122
"Ônibus e Microonibus","MBENZ",2008,2122
"Caminhão","Importado",2014,2106
"Outros","FIAT",1994,2095
"Ônibus e Microonibus","MBENZ",2007,2090
"Automóvel","FIAT",0,2066
"Automóvel","CHEVROLET",2010,2059
"Outros","SCANIA",2006,2051
"Outros","TROLLER",2015,2041
"Outros","TROLLER",2016,2039
"Outros","TROLLER",2019,2037
"Outros","TROLLER",2018,2037
"Outros","TROLLER",2017,2037
"Ônibus e Microonibus","MBENZ",2006,2036
"Outros","SCANIA",2007,2027
"Outros","SCANIA",2008,2019
"Caminhonete","GM",2018,2012
"Ônibus e Microonibus","MBENZ",2005,1986
"Ônibus e Microonibus","MBENZ",2021,1981
"Ônibus e Microonibus","MBENZ",2020,1981
"Ônibus e Microonibus","MBENZ",2019,1981
"Ônibus e Microonibus","MBENZ",2018,1977
"Outros","NISSAN",2009,1968
"Caminhão","Importado",2012,1964
"Caminhão","Importado",2011,1961
"Caminhão","GM",2014,1960
"Caminhão","GM",2013,1959
"Caminhão","Importado",2010,1953
"Caminhão","Importado",2009,1929
"Caminhonete","GM",2019,1907
"Ônibus e Microonibus","VW",2010,1907
"Outros","SCANIA",2005,1905
"Caminhão","Importado",2008,1875
"Caminhão","Importado",2007,1857
"Caminhão","Importado",2006,1852
"Motocicleta","TRAXX",2021,1814
"Motocicleta","TRAXX",2020,1814
"Motocicleta","TRAXX",2019,1814
"Motocicleta","TRAXX",2018,1814
"Motocicleta","TRAXX",2017,1814
"Motocicleta","TRAXX",2016,1814
"Caminhonete","MMC",2016,1812
"Caminhonete","MMC",2015,1812
"Caminhonete","MMC",2014,1812
"Caminhonete","MMC",2013,1812
"Caminhonete","MMC",2018,1805
"Caminhonete","MMC",2017,1805
"Caminhonete","MMC",2012,1805
"Caminhonete","MMC",2011,1805
"Caminhonete","MMC",2010,1805
"Caminhonete","MMC",2009,1803
"Caminhonete","MMC",2008,1803
"Caminhonete","MMC",2019,1802
"Caminhonete","MMC",2007,1802
"Automóvel","M.BENZ",2020,1790
"Automóvel","M.BENZ",2019,1790
"Caminhonete","MMC",2006,1787
"Caminhonete","MMC",2005,1787
"Motocicleta","TRAXX",2021,1772
"Motocicleta","TRAXX",2020,1772
"Motocicleta","TRAXX",2019,1772
"Motocicleta","TRAXX",2018,1772
"Motocicleta","TRAXX",2017,1772
"Motocicleta","TRAXX",2016,1772
"Caminhão","Importado",2005,1763
"Caminhonete","MMC",2021,1760
"Caminhonete","MMC",2020,1760
"Automóvel","M.BENZ",2018,1753
"Outros","MMC",2007,1744
"Ônibus e Microonibus","VW",2009,1742
"Caminhonete","FIAT",2017,1730
"Automóvel","M.BENZ",2017,1725
"Caminhonete","FIAT",2015,1720
"Caminhonete","FIAT",2016,1719
"Caminhonete","Importado",2004,1696
"Motocicleta","HONDA",1998,1694
"Motocicleta","HONDA",1997,1694
"Motocicleta","HONDA",1996,1694
"Motocicleta","HONDA",1995,1694
"Caminhonete","FIAT",2021,1678
"Motocicleta","TRAXX",2015,1654
"Motocicleta","TRAXX",2014,1654
"Motocicleta","TRAXX",2013,1654
"Motocicleta","TRAXX",2012,1654
"Motocicleta","JTA",2002,1652
"Motocicleta","JTA",2001,1648
"Motocicleta","KAWASAKI",2021,1647
"Motocicleta","KAWASAKI",2020,1647
"Automóvel","RENAULT",2001,1621
"Outros","M.BENZ",2009,1598
"Outros","M.BENZ",2008,1592
"Outros","M.BENZ",2007,1592
"Outros","M.BENZ",2013,1576
"Outros","RENAULT",2021,1573
"Outros","RENAULT",2020,1562
"Motocicleta","KAWASAKI",2019,1557
"Outros","M.BENZ",2014,1550
"Outros","RENAULT",2019,1549
"Outros","RENAULT",2018,1549
"Caminhonete","Importado",2003,1548
"Outros","RENAULT",2017,1536
"Caminhonete","FIAT",2018,1531
"Caminhonete","Importado",2002,1529
"Automóvel","",2010,1527
"Automóvel","GURGEL",2007,1526
"Automóvel","GURGEL",2006,1526
"Automóvel","GURGEL",2005,1526
"Caminhonete","FIAT",2019,1516
"Motocicleta","Importado",2011,1514
"Motocicleta","Importado",2013,1512
"Automóvel","GURGEL",2009,1512
"Automóvel","GURGEL",2008,1512
"Motocicleta","Importado",2012,1510
"Motocicleta","Importado",2010,1503
"Outros","M.BENZ",2020,1501
"Ônibus e Microonibus","MARCOPOLO",2018,1500
"Outros","Importado",2004,1497
"Motocicleta","Importado",2014,1495
"Ônibus e Microonibus","MARCOPOLO",2017,1491
"Ônibus e Microonibus","MARCOPOLO",2016,1486
"Ônibus e Microonibus","MARCOPOLO",2015,1486
"Caminhonete","FIAT",2020,1482
"Automóvel","GURGEL",2004,1480
"Automóvel","GURGEL",2003,1480
"Automóvel","GURGEL",2002,1480
"Automóvel","GURGEL",2001,1480
"Automóvel","GURGEL",2000,1480
"Automóvel","GURGEL",1999,1480
"Automóvel","GURGEL",1998,1480
"Automóvel","GURGEL",1997,1480
"Automóvel","GURGEL",1996,1480
"Automóvel","GURGEL",1995,1480
"Automóvel","GURGEL",1994,1480
"Motocicleta","Importado",2009,1474
"Automóvel","RENAULT",2000,1471
"Motocicleta","JTA",2000,1470
"Caminhonete","Importado",2001,1465
"Motocicleta","IROS",2021,1464
"Motocicleta","IROS",2020,1464
"Motocicleta","IROS",2019,1464
"Motocicleta","IROS",2018,1464
"Motocicleta","IROS",2017,1464
"Motocicleta","IROS",2016,1464
"Motocicleta","IROS",2015,1464
"Motocicleta","IROS",2014,1464
"Motocicleta","IROS",2013,1464
"Outros","M.BENZ",2019,1463
"Caminhão","IVECO",2021,1461
"Outros","CHEV",2021,1460
"Outros","CHEV",2020,1460
"Outros","M.BENZ",2021,1459
"Motocicleta","JTA",1999,1457
"Motocicleta","JTA",0,1457
"Motocicleta","Importado",2008,1453
"Outros","M.BENZ",2018,1451
"Motocicleta","IROS",2012,1451
"Ônibus e Microonibus","MARCOPOLO",2014,1442
"Outros","M.BENZ",2010,1438
"Motocicleta","KAWASAKI",2018,1431
"Caminhão","IVECO",2020,1424
"Outros","Importado",2003,1419
"Motocicleta","IROS",2011,1418
"Outros","M.BENZ",2011,1417
"Outros","M.BENZ",2012,1413
"Motocicleta","JTA",1998,1412
"Automóvel","CITROEN",2006,1408
"Outros","Importado",2002,1404
"Motocicleta","KASINSKI",2010,1395
"Ônibus e Microonibus","MARCOPOLO",2013,1392
"Outros","M.BENZ",2006,1385
"Caminhão","IVECO",2019,1375
"Caminhão","IVECO",2018,1371
"Caminhão","IVECO",2017,1369
"Caminhão","IVECO",2016,1369
"Motocicleta","YAMAHA",2004,1366
"Motocicleta","YAMAHA",2003,1366
"Motocicleta","YAMAHA",2002,1363
"Caminhão","IVECO",2015,1362
"Ônibus e Microonibus","MARCOPOLO",2019,1361
"Motocicleta","KASINSKI",2009,1360
"Motocicleta","YAMAHA",2001,1358
"Motocicleta","YAMAHA",2000,1357
"Ônibus e Microonibus","MARCOPOLO",2020,1356
"Caminhão","IVECO",2014,1348
"Outros","M.BENZ",2016,1333
"Outros","M.BENZ",2017,1321
"Ônibus e Microonibus","VW",2008,1317
"Motocicleta","YAMAHA",1999,1317
"Motocicleta","Importado",2021,1295
"Motocicleta","Importado",2020,1294
"Automóvel","",2011,1291
"Motocicleta","Importado",2015,1286
"Motocicleta","Importado",2019,1278
"Outros","M.BENZ",2015,1275
"Motocicleta","Importado",2018,1274
"Motocicleta","Importado",2017,1272
"Motocicleta","Importado",2016,1269
"Caminhão","IVECO",2013,1259
"Motocicleta","YAMAHA",0,1254
"Ônibus e Microonibus","MARCOPOLO",2021,1251
"Outros","TOYOTA",2015,1247
"Outros","TOYOTA",2014,1247
"Outros","TOYOTA",2013,1247
"Outros","TOYOTA",2016,1246
"Outros","TOYOTA",2012,1240
"Outros","TOYOTA",2011,1240
"Outros","TOYOTA",2010,1240
"Outros","TOYOTA",2009,1240
"Outros","TOYOTA",2008,1240
"Outros","TOYOTA",2007,1240
"Outros","TOYOTA",2006,1240
"Outros","TOYOTA",2005,1240
"Outros","NISSAN",2007,1234
"Ônibus e Microonibus","VW",2007,1233
"Outros","NISSAN",2008,1232
"Automóvel","M.BENZ",2014,1228
"Automóvel","M.BENZ",2013,1228
"Automóvel","M.BENZ",2012,1228
"Automóvel","M.BENZ",2011,1228
"Automóvel","M.BENZ",2010,1228
"Automóvel","M.BENZ",2016,1227
"Automóvel","M.BENZ",2015,1227
"Outros","Importado",2004,1226
"Outros","CHEV",2019,1223
"Outros","CHEV",2018,1223
"Outros","CHEV",2017,1223
"Automóvel","",2012,1222
"Outros","Importado",2003,1218
"Ônibus e Microonibus","MARCOPOLO",2012,1213
"Automóvel","M.BENZ",2004,1210
"Automóvel","M.BENZ",2003,1210
"Automóvel","M.BENZ",2001,1210
"Automóvel","M.BENZ",2009,1209
"Automóvel","M.BENZ",2008,1209
"Automóvel","M.BENZ",2007,1209
"Automóvel","M.BENZ",2006,1209
"Automóvel","M.BENZ",2005,1209
"Automóvel","M.BENZ",2002,1209
"Outros","Importado",2002,1204
"Ônibus e Microonibus","VW",2014,1199
"Automóvel","",2013,1199
"Outros","NISSAN",2006,1199
"Ônibus e Microonibus","VW",2016,1195
"Ônibus e Microonibus","VW",2015,1194
"Ônibus e Microonibus","VW",2013,1194
"Ônibus e Microonibus","VW",2018,1192
"Ônibus e Microonibus","VW",2017,1192
"Ônibus e Microonibus","VW",2009,1192
"Motocicleta","HARLEY DAVIDSON",2020,1191
"Motocicleta","HARLEY DAVIDSON",2019,1191
"Caminhão","Importado",2015,1190
"Outros","NISSAN",2005,1189
"Ônibus e Microonibus","VW",2012,1188
"Motocicleta","HARLEY DAVIDSON",2021,1187
"Ônibus e Microonibus","VW",2020,1187
"Ônibus e Microonibus","VW",2019,1187
"Ônibus e Microonibus","VW",2011,1187
"Ônibus e Microonibus","VW",2010,1187
"Motocicleta","HARLEY DAVIDSON",2018,1184
"Ônibus e Microonibus","VW",2008,1178
"Automóvel","CITROEN",2005,1178
"Outros","Importado",2001,1175
"Automóvel","AUDI",2021,1168
"Automóvel","AUDI",2020,1168
"Automóvel","AUDI",2019,1168
"Automóvel","AUDI",2018,1168
"Automóvel","AUDI",2017,1168
"Automóvel","AUDI",2016,1168
,"VW",2009,1168
,"VW",2008,1168
,"VW",2007,1168
,"VW",2006,1168
,"VW",2005,1168
,"VW",2017,1166
,"VW",2004,1166
,"VW",2003,1166
,"VW",2002,1166
,"VW",2001,1166
,"VW",2000,1166
,"VW",1999,1166
,"VW",1998,1166
,"VW",1997,1166
,"VW",1996,1166
,"VW",1995,1166
,"VW",1994,1166
"Ônibus e Microonibus","VW",2021,1162
"Motocicleta","KAWASAKI",2017,1160
"Ônibus e Microonibus","VW",2007,1157
"Motocicleta","SHINERAY",2021,1146
,"VW",2012,1146
,"VW",2011,1146
,"VW",2010,1146
"Motocicleta","SHINERAY",2020,1145
"Motocicleta","SHINERAY",2019,1145
"Motocicleta","SHINERAY",2018,1145
"Motocicleta","SHINERAY",2017,1145
"Motocicleta","HARLEY DAVIDSON",2017,1139
"Outros","Importado",2000,1138
"Motocicleta","TRAXX",2011,1134
"Motocicleta","TRAXX",2010,1134
"Motocicleta","HARLEY DAVIDSON",2016,1125
,"VW",2014,1124
,"VW",2013,1124
"Ônibus e Microonibus","MARCOPOLO",2011,1123
"Ônibus e Microonibus","MARCOPOLO",2010,1123
"Ônibus e Microonibus","MARCOPOLO",2009,1123
,"VW",2016,1122
"Outros","TROLLER",2014,1122
"Outros","TROLLER",2013,1122
"Outros","TROLLER",2007,1120
"Outros","TROLLER",2012,1117
"Outros","TROLLER",2011,1117
"Outros","TROLLER",2010,1117
"Outros","TROLLER",2009,1117
"Outros","TROLLER",2008,1117
"Outros","TROLLER",2006,1117
,"VW",2015,1112
"Ônibus e Microonibus","VW",2006,1111
"Motocicleta","KAWASAKI",2016,1107
"Automóvel","VENDETTA",2014,1106
"Automóvel","VENDETTA",2013,1106
"Automóvel","VENDETTA",2012,1106
"Automóvel","VENDETTA",2011,1106
"Automóvel","VENDETTA",2010,1106
"Automóvel","VENDETTA",2009,1106
"Automóvel","VENDETTA",2008,1106
"Automóvel","VENDETTA",2007,1106
"Automóvel","VENDETTA",2006,1106
"Automóvel","VENDETTA",2005,1106
"Automóvel","VENDETTA",2004,1106
"Automóvel","VENDETTA",2003,1106
"Automóvel","VENDETTA",2002,1106
"Automóvel","VENDETTA",2001,1106
"Automóvel","VENDETTA",2000,1106
"Automóvel","VENDETTA",1999,1106
"Automóvel","VENDETTA",1998,1106
"Automóvel","VENDETTA",1997,1106
"Automóvel","VENDETTA",1996,1106
"Automóvel","VENDETTA",1995,1106
"Automóvel","VENDETTA",1994,1106
"Outros","Importado",1999,1084
"Caminhão","Importado",2016,1083
"Motocicleta","Importado",2007,1080
"Caminhonete","FIAT",0,1078
"Automóvel","M.BENZ",2000,1063
"Outros","VW",2020,1061
"Caminhão","Importado",2019,1060
